Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Field Label Only Not Used in Data Dictionary,Field 1
desc_text_cr41,crf_4b_repeat_ogtt,,descriptive,"<h3 class=""red"" style=""text-align: left;"">Verify that you are entering information for:</h3> <div class=""red"" style=""text-align: left;""> <table style=""border-collapse: collapse;""> <tbody> <tr> <td> <h4>SAMPA ID:</h4> </td> <td> <h4>[sampa_id]</h4> </td> </tr> <tr> <td> <h4>Cohort:</h4> </td> <td> <h4>[cohort]</h4> </td> </tr> <tr> <td> <h4>ID from previous study:</h4> </td> <td> <h4>[orgid]</h4> </td> </tr> <tr> <td> <h4>Name Initials:</h4> </td> <td> <h4>[first],[middle],[last]</h4> </td> </tr> <tr> <td> <h4>Date of Birth:</h4> </td> <td> <h4>[dob]</h4> </td> </tr> <tr> <td> <h4>Age:</h4> </td> <td> <h4>[age]</h4> </td> </tr> <tr> <td> <h4>Sex:</h4> </td> <td> <h4>[sex]</h4> </td> </tr> </tbody> </table> </div>",,,,,,,,,,,,,,"<h3 class=""red"" style=""text-align: left;"">Verify that you are entering information for:</h3> <div class=""red"" style=""text-align: left;""> <table style=""border-collapse: collapse;""> <tbody> <tr> <td> <h4>SAMPA ID:</h4> </td> <td> <h4>[sampa_id]</h4> </td> </tr> <tr> <td> <h4>Cohort:</h4> </td> <td> <h4>[cohort]</h4> </td> </tr> <tr> <td> <h4>ID from previous study:</h4> </td> <td> <h4>[orgid]</h4> </td> </tr> <tr> <td> <h4>Name Initials:</h4> </td> <td> <h4>[first],[middle],[last]</h4> </td> </tr> <tr> <td> <h4>Date of Birth:</h4> </td> <td> <h4>[dob]</h4> </td> </tr> <tr> <td> <h4>Age:</h4> </td> <td> <h4>[age]</h4> </td> </tr> <tr> <td> <h4>Sex:</h4> </td> <td> <h4>[sex]</h4> </td> </tr> </tbody> </table> </div>",
ogttr_confirm,crf_4b_repeat_ogtt,,radio,Does the participant need to repeat OGTT?,"0, No | 1, Yes  | -98, Refused | -100,Pending | -102,Absconded | -103, Equipment NA",,,,,,,,,,,,,Does the participant need to repeat OGTT?,
ogttr_time0_header,crf_4b_repeat_ogtt,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #236fa1;"" border=""1""> <tbody> <tr> <td style=""width: 98.4556%;""> <h1><span style=""color: #ffffff;"">Time 0</span></h1> </td> </tr> </tbody> </table></div>",,,,,,,[ogttr_confirm]='1',,,,,,,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #236fa1;"" border=""1""> <tbody> <tr> <td style=""width: 98.4556%;""> <h1><span style=""color: #ffffff;"">Time 0</span></h1> </td> </tr> </tbody> </table></div>",
ogttr_time0,crf_4b_repeat_ogtt,,text,[4.13] Time 0,,,time,,,,[ogttr_confirm]='1',y,,[4.13],,,"@PLACEHOLDER=""00:00""",Time 0,4.13
ogttr_time0_1,crf_4b_repeat_ogtt,,text,Sample ID of Time 0: Onsite EDTA,,,,,,,[ogttr_confirm]='1',,,,,,@BARCODE-APP,Sample ID of Time 0: Onsite EDTA,
ogttr_sample_edta,crf_4b_repeat_ogtt,,radio,[4.14] Fasting EDTA,"0, No | 1, Yes ",,,,,,[ogttr_confirm]='1',y,,[4.14],,,,Fasting EDTA,4.14
ogttr_comments_time0,crf_4b_repeat_ogtt,,text,[4.15] Explain any missing samples or problems in sample collection,,,,,,,[ogttr_confirm]='1',y,,[4.15],,,,Explain any missing samples or problems in sample collection,4.15
ogttr_time0_header1,crf_4b_repeat_ogtt,,descriptive,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Time 0 Repeat OGTT Results</span></div>",,,,,,,[ogttr_confirm]='1',,,,,,,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Time 0 Repeat OGTT Results</span></div>",
rglu0,crf_4b_repeat_ogtt,,text,Repeat OGTT result_Time0,,,,,,,[ogttr_confirm]='1',y,,,,,,Repeat OGTT result_Time0,
rglu0_missing,crf_4b_repeat_ogtt,,radio,Any problems?,"0, No | -104, glucose less than min | -105, glucose greater than max| 9, Others, specify {rglu0_mis_specify}",,,,,,[ogttr_confirm]='1',,,,,,,Any problems?,
rglu0_mis_specify,crf_4b_repeat_ogtt,,text,"Others, specify",,,,,,,[rglu0_missing]='9',,,,,,,"Others, specify",
rhba1c,crf_4b_repeat_ogtt,,text,Repeat HbA1c result,,,,,,,[ogttr_confirm]='1',,,,,,@HIDDEN,Repeat HbA1c result,
ogttr_time30_header,crf_4b_repeat_ogtt,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #236fa1;"" border=""1""> <tbody> <tr> <td style=""width: 98.4556%;""> <h1><span style=""color: #ffffff;"">Time 30</span></h1> </td> </tr> </tbody> </table></div>",,,,,,,[ogttr_confirm]='1',,,,,,@HIDDEN,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #236fa1;"" border=""1""> <tbody> <tr> <td style=""width: 98.4556%;""> <h1><span style=""color: #ffffff;"">Time 30</span></h1> </td> </tr> </tbody> </table></div>",
ogttr_time30,crf_4b_repeat_ogtt,,text,[4.13] Time 30,,,time,,,,[ogttr_confirm]='1',y,,[4.13],,,"@PLACEHOLDER=""00:00"" @HIDDEN",Time 30,4.13
ogttr_time30_1,crf_4b_repeat_ogtt,,text,Sample ID of Time 30: Onsite EDTA,,,,,,,[ogttr_confirm]='1',,,,,,@BARCODE-APP @HIDDEN,Sample ID of Time 30: Onsite EDTA,
ogttr_sample_edta30,crf_4b_repeat_ogtt,,radio,[4.14] 30 min EDTA,"0, No | 1, Yes",,,,,,[ogttr_confirm]='1',y,,[4.14],,,@HIDDEN,30 min EDTA,4.14
ogttr_comments_time30,crf_4b_repeat_ogtt,,text,[4.15] Explain any missing samples or problems in sample collection,,,,,,,[ogttr_confirm]='1',y,,[4.15],,,@HIDDEN,Explain any missing samples or problems in sample collection,4.15
ogttr_time30_header1,crf_4b_repeat_ogtt,,descriptive,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Time 30 Repeat OGTT Results</span></div>",,,,,,,[ogttr_confirm]='1',,,,,,@HIDDEN,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Time 30 Repeat OGTT Results</span></div>",
rglu30,crf_4b_repeat_ogtt,,text,Repeat OGTT result_Time30,,,,,,,[ogttr_confirm]='1',y,,,,,@HIDDEN,Repeat OGTT result_Time30,
rglu30_missing,crf_4b_repeat_ogtt,,radio,Any problems?,"0, No | -104, glucose less than min | -105, glucose greater than max| 9, Others, specify {rglu30_mis_specify}",,,,,,[ogttr_confirm]='1',,,,,,@HIDDEN,Any problems?,
rglu30_mis_specify,crf_4b_repeat_ogtt,,text,"Others, specify",,,,,,,[rglu30_missing]='9',,,,,,@HIDDEN,"Others, specify",
ogttr_time120_header,crf_4b_repeat_ogtt,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #236fa1;"" border=""1""> <tbody> <tr> <td style=""width: 98.4556%;""> <h1><span style=""color: #ffffff;"">Time 120</span></h1> </td> </tr> </tbody> </table></div>",,,,,,,[ogttr_confirm]='1',,,,,,,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #236fa1;"" border=""1""> <tbody> <tr> <td style=""width: 98.4556%;""> <h1><span style=""color: #ffffff;"">Time 120</span></h1> </td> </tr> </tbody> </table></div>",
ogttr_time120,crf_4b_repeat_ogtt,,text,[4.13] Time 120,,,time,,,,[ogttr_confirm]='1',y,,[4.13],,,"@PLACEHOLDER=""00:00""",Time 120,4.13
ogttr_time120_1,crf_4b_repeat_ogtt,,text,Sample ID of Time 120: Onsite EDTA,,,,,,,[ogttr_confirm]='1',,,,,,@BARCODE-APP,Sample ID of Time 120: Onsite EDTA,
ogttr_sample_edta120,crf_4b_repeat_ogtt,,radio,[4.14] 120 min EDTA,"0, No | 1, Yes",,,,,,[ogttr_confirm]='1',y,,[4.14],,,,120 min EDTA,4.14
ogttr_comments_time120,crf_4b_repeat_ogtt,,text,[4.15] Explain any missing samples or problems in sample collection,,,,,,,[ogttr_confirm]='1',y,,[4.15],,,,Explain any missing samples or problems in sample collection,4.15
ogttr_time120_header1,crf_4b_repeat_ogtt,,descriptive,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Time 120 Repeat OGTT Results</span></div>",,,,,,,[ogttr_confirm]='1',,,,,,,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Time 120 Repeat OGTT Results</span></div>",
rglu120,crf_4b_repeat_ogtt,,text,Repeat OGTT result_Time120,,,,,,,[ogttr_confirm]='1',y,,,,,,Repeat OGTT result_Time120,
rglu120_missing,crf_4b_repeat_ogtt,,radio,Any problems?,"0, No | -104, glucose less than min | -105, glucose greater than max| 9, Others specify {rglu120_mis_specify}",,,,,,[ogttr_confirm]='1',,,,,,,Any problems?,
rglu120_mis_specify,crf_4b_repeat_ogtt,,text,"Others, specify",,,,,,,[rglu120_missing]='9',,,,,,,"Others, specify",
mmol_rglu120,crf_4b_repeat_ogtt,,calc,Timepoint 120 Repeat OGTT glucose in mmol,"if([ogtt_unit]='1',[rglu120], 
if([ogtt_unit]='2',round([rglu120]/18,2),''))",,,,,,,,,,,,,Timepoint 120 Repeat OGTT glucose in mmol,
high_glu120_2,crf_4b_repeat_ogtt,,calc,glucose 120 minutes > 11.1,"if([mmol_rglu120] > 11.1, 1, if([rglu120_missing]='-105',1,0))",,,,,,,,,,,,@HIDDEN,glucose 120 minutes > 11.1,
desc_refer_diabetes,crf_4b_repeat_ogtt,,descriptive,"<div class=""red"" style=""text-align: left;"">The participant may be referred to the site physician because their first and second OGTT indicate diabetes. <br /><br /><span style=""font-size: 5;"">HbA1c=[hba1c]</span> <br /><br /><span style=""font-size: 5;"">120-minute glucose in mmol/L=[mmol_rglu120]</span></div>",,,,,,,[high_glu120_2]='1',,,,,,,"<div class=""red"" style=""text-align: left;"">The participant may be referred to the site physician because their first and second OGTT indicate diabetes. <br /><br /><span style=""font-size: 5;"">HbA1c=[hba1c]</span> <br /><br /><span style=""font-size: 5;"">120-minute glucose in mmol/L=[mmol_rglu120]</span></div>",
dia_referral,crf_4b_repeat_ogtt,,radio,"[5.13] Does this person need to be referred to the site physician because their first and second OGTT indicate diabetes? Refer if the second test also has either:
1. HbA1c ≥ 6.5%
2. 120-minute glucose in OGTT > 11.1 mmol/L","0, No | 1, Yes",,,,,,[ogttr_confirm]='1',y,,[5.13],,,,"Does this person need to be referred to the site physician because their first and second OGTT indicate diabetes? Refer if the second test also has either:
1. HbA1c ≥ 6.5%
2. 120-minute glucose in OGTT > 11.1 mmol/L",5.13
glu_comment,crf_4b_repeat_ogtt,,text,[5.14] Comments on any problems,,,,,,,[ogttr_confirm]='1',y,,[5.14],,,,Comments on any problems,5.14
personnel51,crf_5_more_blood_test_results,,text,REDCap ID of Data Entry Personnel,,,,,,,,,,,,,@USERNAME @READONLY ,REDCap ID of Data Entry Personnel,
timestamp51,crf_5_more_blood_test_results,,text,Date of Data Entry,,,,,,,,,,,,,@NOW @HIDDEN,Date of Data Entry,
desc_text_crf51,crf_5_more_blood_test_results,,descriptive,"<h3 class=""red"" style=""text-align: left;"">Verify that you are entering information for:</h3> <div class=""red"" style=""text-align: left;""> <table style=""border-collapse: collapse;""> <tbody> <tr> <td> <h4>SAMPA ID:</h4> </td> <td> <h4>[sampa_id]</h4> </td> </tr> <tr> <td> <h4>Cohort:</h4> </td> <td> <h4>[cohort]</h4> </td> </tr> <tr> <td> <h4>ID from previous study:</h4> </td> <td> <h4>[orgid]</h4> </td> </tr> <tr> <td> <h4>Name Initials:</h4> </td> <td> <h4>[first],[middle],[last]</h4> </td> </tr> <tr> <td> <h4>Date of Birth:</h4> </td> <td> <h4>[dob]</h4> </td> </tr> <tr> <td> <h4>Age:</h4> </td> <td> <h4>[age]</h4> </td> </tr> <tr> <td> <h4>Sex:</h4> </td> <td> <h4>[sex]</h4> </td> </tr> </tbody> </table> </div>",,,,,,,,,,,,,,"<h3 class=""red"" style=""text-align: left;"">Verify that you are entering information for:</h3> <div class=""red"" style=""text-align: left;""> <table style=""border-collapse: collapse;""> <tbody> <tr> <td> <h4>SAMPA ID:</h4> </td> <td> <h4>[sampa_id]</h4> </td> </tr> <tr> <td> <h4>Cohort:</h4> </td> <td> <h4>[cohort]</h4> </td> </tr> <tr> <td> <h4>ID from previous study:</h4> </td> <td> <h4>[orgid]</h4> </td> </tr> <tr> <td> <h4>Name Initials:</h4> </td> <td> <h4>[first],[middle],[last]</h4> </td> </tr> <tr> <td> <h4>Date of Birth:</h4> </td> <td> <h4>[dob]</h4> </td> </tr> <tr> <td> <h4>Age:</h4> </td> <td> <h4>[age]</h4> </td> </tr> <tr> <td> <h4>Sex:</h4> </td> <td> <h4>[sex]</h4> </td> </tr> </tbody> </table> </div>",
total_cho,crf_5_more_blood_test_results,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Blood Lipid Profile in {lipid_unit}</span></div>",text,Total Cholesterol,,,,,,,,,,,,,,Total Cholesterol,
total_cho_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {total_cho_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
total_cho_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[total_cho_prob]='9',,,,,,,"Others, specify",
ldl_cho,crf_5_more_blood_test_results,,text,LDL Cholesterol,,,,,,,,,,,,,,LDL Cholesterol,
ldl_cho_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {ldl_cho_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
ldl_cho_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[ldl_cho_prob]='9',,,,,,,"Others, specify",
hdl_cho,crf_5_more_blood_test_results,,text,HDL Cholesterol,,,,,,,,,,,,,,HDL Cholesterol,
hdl_cho_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {hdl_cho_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
hdl_cho_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[hdl_cho_prob]='9',,,,,,,"Others, specify",
trig,crf_5_more_blood_test_results,,text,Triglycerides,,,,,,,,,,,,,,Triglycerides,
trig_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {trig_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
trig_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[trig_prob]='9',,,,,,,"Others, specify",
lipid_unit,crf_5_more_blood_test_results,,radio,Unit of Measurement,"1, mmol/L | 2, mg/dL",,,,,,,,RH,,,,@DEFAULT='1',Unit of Measurement,
hgb,crf_5_more_blood_test_results,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Complete Blood Count</span></div>",text,Hemoglobin [g/dl],,,,,,,,,,,,,,Hemoglobin [g/dl],
hgb_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {hgb_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
hgb_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[hgb_prob]='9',,,,,,,"Others, specify",
rbc,crf_5_more_blood_test_results,,text,<p>Red Blood Cells (million/mm3) </p>,,,,,,,,,,,,,,<p>Red Blood Cells (million/mm3) </p>,
rbc_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {rbc_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
rbc_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[rbc_prob]='9',,,,,,,"Others, specify",
wbc,crf_5_more_blood_test_results,,text,<p>White Blood Cells (thousand/mm3)</p>,,,,,,,,,,,,,,<p>White Blood Cells (thousand/mm3)</p>,
wbc_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {wbc_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
wbc_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[wbc_prob]='9',,,,,,,"Others, specify",
platelet,crf_5_more_blood_test_results,,text,<p>Platelets (thousand/mm3)</p>,,,,,,,,,,,,,,<p>Platelets (thousand/mm3)</p>,
platelet_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {platelet_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
platelet_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[platelet_prob]='9',,,,,,,"Others, specify",
lipase,crf_5_more_blood_test_results,"<div class=""blue"" style=""text-align: left;""><span style=""font-weight: bold; font-size: 18px;"">Others</span></div>",text,Lipase,,,,,,,,,,,,,,Lipase,
lipase_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {lipase_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
lipase_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[lipase_prob]='9',,,,,,,"Others, specify",
crp,crf_5_more_blood_test_results,,text,CRP,,,,,,,,,,,,,,CRP,
crp_prob,crf_5_more_blood_test_results,,radio,Any problems?,"0, No | -104, value less than min | -105, value greater than max| 9, Others, specify {crp_prob_spec:icons}",,,,,,,,,,,,,Any problems?,
crp_prob_spec,crf_5_more_blood_test_results,,text,"Others, specify",,,,,,,[crp_prob]='9',,,,,,,"Others, specify",
personnel14,crf_14_computed_tomography_scans,,text,REDCap ID of Data Entry Personnel,,,,,,,,,,,,,@USERNAME @READONLY ,REDCap ID of Data Entry Personnel,
timestamp14,crf_14_computed_tomography_scans,,text,Date of Data Entry,,,,,,,,,,,,,@NOW @HIDDEN,Date of Data Entry,
desc_text_crf14,crf_14_computed_tomography_scans,,descriptive,"<h3 class=""red"" style=""text-align: left;"">Verify that you are entering information for:</h3> <div class=""red"" style=""text-align: left;""> <table style=""border-collapse: collapse;""> <tbody> <tr> <td> <h4>SAMPA ID:</h4> </td> <td> <h4>[sampa_id]</h4> </td> </tr> <tr> <td> <h4>Cohort:</h4> </td> <td> <h4>[cohort]</h4> </td> </tr> <tr> <td> <h4>ID from previous study:</h4> </td> <td> <h4>[orgid]</h4> </td> </tr> <tr> <td> <h4>Name Initials:</h4> </td> <td> <h4>[first],[middle],[last]</h4> </td> </tr> <tr> <td> <h4>Date of Birth:</h4> </td> <td> <h4>[dob]</h4> </td> </tr> <tr> <td> <h4>Age:</h4> </td> <td> <h4>[age]</h4> </td> </tr> <tr> <td> <h4>Sex:</h4> </td> <td> <h4>[sex]</h4> </td> </tr> </tbody> </table> </div>",,,,,,,,,,,,,,"<h3 class=""red"" style=""text-align: left;"">Verify that you are entering information for:</h3> <div class=""red"" style=""text-align: left;""> <table style=""border-collapse: collapse;""> <tbody> <tr> <td> <h4>SAMPA ID:</h4> </td> <td> <h4>[sampa_id]</h4> </td> </tr> <tr> <td> <h4>Cohort:</h4> </td> <td> <h4>[cohort]</h4> </td> </tr> <tr> <td> <h4>ID from previous study:</h4> </td> <td> <h4>[orgid]</h4> </td> </tr> <tr> <td> <h4>Name Initials:</h4> </td> <td> <h4>[first],[middle],[last]</h4> </td> </tr> <tr> <td> <h4>Date of Birth:</h4> </td> <td> <h4>[dob]</h4> </td> </tr> <tr> <td> <h4>Age:</h4> </td> <td> <h4>[age]</h4> </td> </tr> <tr> <td> <h4>Sex:</h4> </td> <td> <h4>[sex]</h4> </td> </tr> </tbody> </table> </div>",
ct_scan,crf_14_computed_tomography_scans,,radio,Was a CT scan performed?,"0, No | 1, Yes  | -98, Refused | -100, Pending | -102,Absconded | -103, Equipment NA",,,,,,,,,,,,,Was a CT scan performed?,
ct_date,crf_14_computed_tomography_scans,,text,Date of Examination,,,date_dmy,,,,[ct_scan]='1',,,,,,,Date of Examination,
ct_time,crf_14_computed_tomography_scans,,text,Time of Examination,,,time,,,,[ct_scan]='1',,,,,,"@PLACEHOLDER=""00:00""",Time of Examination,
ct_pan_size_qual,crf_14_computed_tomography_scans,,radio,[14.14] Qualitative indicator of pancreas size,"1, Normal | 2, Small | 3, Enlarged | 4, Can't see well enough to tell",,,,,,[ct_scan]='1',,,[14.14],,,,Qualitative indicator of pancreas size,14.14
ct_pan_head_trans,crf_14_computed_tomography_scans,,text,"[14.15] <p>Pancreas head size measured in transverse dimension</p> <p><em><span style=""font-weight: normal;"">**Score -106 if can't be measured due to image quality</span></em></p>",,Measure the size to the nearest 0.01 cm,number_2dp,,,,[ct_scan]='1',,,[14.15],,,,"<p>Pancreas head size measured in transverse dimension</p> <p><em><span style=""font-weight: normal;"">**Score -106 if can't be measured due to image quality</span></em></p>",14.15
